GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
0500000US06017,06017,"El Dorado County, California",67220,856,68507,2109,90.8,0.7,69053,2211,0.6,0.2,99844,3635,1.0,0.3,37125,24994,2.8,0.3,101810,33648,0.1,0.1,4699,46976,2.4,0.4,35154,5869,2.3,0.4,58848,9556,8.8,0.5,47157,4739,84.9,0.6,70195,2267,1.8,0.3,34236,16796,24.5,0.8,75505,4560,47.4,1.0,81588,3461,26.4,0.6,48674,1942,47617,886,84690,3077,39.3,1.4,87858,6602,60.7,1.4,82155,4185,83.5,1.3,94619,3184,11.8,1.1,43529,4280,4.7,0.8,53785,10964,19603,901,34998,2079,51.0,2.3,34010,2753,41.9,2.2,29543,2420,9.1,1.6,59023,6985,49.0,2.3,36055,3043,37.2,2.2,29941,2380,11.9,1.4,61089,11033,27.0,(X),(X),(X),27.5,(X),(X),(X),24.9,(X),(X),(X)
0500000US06019,06019,"Fresno County, California",292550,1334,45201,713,65.2,0.5,50398,733,5.6,0.2,26738,3219,1.1,0.1,36027,2338,7.9,0.2,51149,1744,0.1,0.1,43565,16145,17.4,0.5,33548,1347,2.8,0.2,50397,4451,42.1,0.4,35745,839,42.4,0.4,60386,1149,4.6,0.2,22731,1327,37.5,0.3,44243,1324,37.9,0.4,55330,1442,20.0,0.2,37927,1072,214330,1486,50046,785,52.3,0.6,40214,1164,47.7,0.6,60339,1080,65.2,0.7,66104,1150,23.9,0.6,25806,1056,10.9,0.4,33394,1988,78220,1328,28651,1130,52.9,1.0,25350,1046,43.8,1.0,23463,1102,9.1,0.7,41200,3327,47.1,1.0,33077,1272,35.1,1.1,29322,1721,12.0,0.9,47424,3371,36.7,(X),(X),(X),36.7,(X),(X),(X),33.1,(X),(X),(X)
0500000US06021,06021,"Glenn County, California",9561,234,40106,4665,89.5,1.8,43662,5314,0.7,0.5,26591,36008,1.6,0.7,36000,10782,1.1,0.6,19052,3719,0.1,0.2,83056,51388,4.6,1.8,32652,7993,2.2,0.9,17135,28990,28.5,1.7,35911,3852,66.6,1.8,49001,3352,4.0,1.2,21349,2976,29.2,2.0,50024,13845,41.0,1.9,48216,3748,25.7,1.5,30357,5439,6600,312,51940,4768,45.1,3.6,48539,8455,54.9,3.6,57135,6282,74.9,3.7,59579,4870,15.5,2.7,32695,18468,9.6,2.8,37248,4349,2961,296,19189,3110,51.5,5.3,17851,4676,44.5,5.8,17054,2680,7.1,3.1,28813,41529,48.5,5.3,19896,8285,38.9,5.8,16948,3321,9.6,3.6,39118,7547,31.8,(X),(X),(X),34.7,(X),(X),(X),22.0,(X),(X),(X)
0500000US06023,06023,"Humboldt County, California",53130,697,42153,1275,87.4,0.6,43495,1341,1.0,0.3,28668,8292,4.5,0.5,29212,4276,1.8,0.3,33125,9408,0.2,0.1,70694,41427,1.8,0.4,40143,9387,3.2,0.5,32536,6781,6.2,0.5,38259,4026,83.7,0.7,43736,1336,7.0,0.7,18056,5454,31.1,0.9,45232,2425,39.3,0.9,49024,2050,22.6,0.6,38520,1749,30273,728,53532,1737,41.7,1.5,45135,3495,58.3,1.5,58279,2650,69.8,1.7,66219,1936,21.2,1.4,29825,2471,8.9,1.0,38594,4471,22857,723,26801,1233,48.8,2.0,25425,1446,37.6,2.0,23528,1953,11.2,1.5,31860,4113,51.2,2.0,28791,2021,37.7,2.0,24799,2861,13.6,1.8,37394,6807,27.5,(X),(X),(X),27.3,(X),(X),(X),25.8,(X),(X),(X)
0500000US06025,06025,"Imperial County, California",46952,699,41772,1696,73.7,1.3,43428,1963,1.7,0.4,68352,29092,1.6,0.3,35750,10926,1.3,0.3,79093,13218,0.0,0.1,-,**,18.2,1.1,33967,3088,3.4,0.7,35568,8061,75.8,0.9,37417,1948,19.7,0.8,57776,6572,3.2,0.6,21004,4962,35.9,1.0,50229,3499,39.0,1.1,47874,3197,21.9,0.9,26068,1731,36679,841,46555,2170,51.4,1.5,44680,3279,48.6,1.5,48402,2459,67.1,1.6,57998,2157,24.9,1.6,24931,2311,7.9,1.0,40240,8653,10273,684,19705,2377,52.9,3.3,15912,1746,46.1,2.7,14143,1747,6.8,1.9,44009,18878,47.1,3.3,27415,6792,39.4,3.4,25179,6091,7.7,1.6,39333,7430,36.2,(X),(X),(X),37.4,(X),(X),(X),28.9,(X),(X),(X)
0500000US06027,06027,"Inyo County, California",7891,202,45625,2684,86.4,1.2,46086,3503,0.4,0.3,46316,16371,9.3,0.9,36910,4843,1.2,0.5,57500,70304,0.3,0.3,36333,875,1.2,0.7,61641,42734,1.2,0.6,49853,48484,13.9,1.2,45933,10679,74.1,1.7,45768,4154,2.5,1.0,25729,13936,23.3,1.6,47500,13310,43.4,1.7,61960,5167,30.8,1.6,29143,3402,4349,261,69041,3196,38.1,2.7,65394,8327,61.9,2.7,71954,5427,72.2,3.6,79551,3523,18.3,3.1,33542,9820,9.5,3.0,46226,9917,3542,257,27195,2150,50.6,3.8,26565,2019,43.5,3.5,25099,3756,7.1,2.4,56250,17010,49.4,3.8,28861,5124,45.0,3.8,26667,3561,4.4,1.9,80268,44861,35.0,(X),(X),(X),34.4,(X),(X),(X),35.1,(X),(X),(X)
0500000US06029,06029,"Kern County, California",257737,1392,48574,913,76.9,0.5,50201,802,5.7,0.3,30926,3797,1.3,0.1,35576,4375,3.9,0.2,69965,6037,0.1,0.1,34018,19956,9.8,0.4,42646,2540,2.4,0.2,48604,7975,39.7,0.4,39770,925,48.6,0.4,59592,1338,4.9,0.3,29962,3206,38.1,0.4,50457,1380,38.9,0.4,57916,1979,18.2,0.3,36999,1197,194671,1799,52541,822,53.1,0.7,44701,1290,46.9,0.7,61205,1306,67.6,0.7,68090,1078,21.9,0.6,24765,1021,10.5,0.5,36722,2518,63066,1481,31077,1145,49.9,1.4,26092,1293,40.8,1.4,22715,1320,9.1,0.8,43436,4143,50.1,1.4,37636,2440,38.9,1.2,31733,1663,11.3,1.0,57059,4274,31.0,(X),(X),(X),31.0,(X),(X),(X),27.2,(X),(X),(X)
0500000US06031,06031,"Kings County, California",41108,617,47341,1550,76.1,1.2,48677,2204,5.4,0.7,43646,11426,1.4,0.2,36250,20809,3.9,0.5,64524,4983,0.1,0.1,41406,49895,10.7,1.0,39421,4277,2.5,0.6,43398,6738,43.0,1.1,36536,1486,45.5,1.1,61596,2705,5.0,0.7,33857,4139,42.0,1.3,49414,2345,35.6,1.1,54593,4589,17.3,0.9,36597,3535,31998,704,50202,1922,54.7,1.5,43468,3711,45.3,1.5,59176,3799,67.8,1.6,63940,2721,22.1,1.2,23405,2319,10.1,1.3,38615,7329,9110,599,31218,2109,49.9,2.7,24713,2431,42.1,2.5,22251,1947,7.8,1.9,53723,4779,50.1,2.7,39466,6234,36.6,3.0,32345,5227,13.5,2.4,65917,14704,32.4,(X),(X),(X),31.3,(X),(X),(X),31.6,(X),(X),(X)
0500000US06033,06033,"Lake County, California",26771,692,35997,2154,85.1,1.1,37380,3062,2.3,0.4,23909,10965,2.6,0.6,31765,20199,1.1,0.3,40321,25328,0.4,0.2,52614,100823,6.1,1.0,29671,4071,2.5,0.6,30048,13814,10.9,0.9,31362,3495,81.0,1.1,37962,3321,3.9,0.9,20110,6397,23.1,1.4,36851,7101,42.8,1.4,38777,2785,30.3,1.2,35129,3975,16240,656,47773,2918,37.5,2.7,35255,5114,62.5,2.7,53127,2792,68.8,2.5,58785,5754,21.5,2.4,24623,3919,9.7,1.7,25160,6715,10531,624,21390,2069,47.6,3.2,20294,2643,36.8,3.3,16738,1571,10.7,2.1,29769,7421,52.4,3.2,23108,3147,40.5,3.5,20873,3472,11.9,2.7,32198,15808,32.1,(X),(X),(X),33.2,(X),(X),(X),28.5,(X),(X),(X)
0500000US06035,06035,"Lassen County, California",9821,441,53351,3363,90.8,2.1,53048,3130,2.6,1.3,49758,36062,2.2,0.7,71250,24578,0.4,0.3,39250,30925,0.6,0.4,82841,43691,1.8,0.8,45682,30721,1.7,0.8,86875,58687,5.1,1.5,45648,8700,88.1,2.3,53427,3255,4.7,1.2,24656,6408,29.1,2.2,65017,6234,42.8,2.2,65311,4772,23.4,1.5,38489,4843,6296,373,66717,2436,40.2,3.2,67986,8443,59.8,3.2,66201,3012,78.0,3.2,73296,2807,13.2,2.9,26080,7667,8.8,2.0,44464,39493,3525,311,29652,6110,50.5,5.0,26740,10388,42.0,4.9,23830,5082,8.5,2.7,45625,9536,49.5,5.0,31150,7857,35.5,4.4,27270,4926,14.1,4.3,50294,23205,28.3,(X),(X),(X),30.1,(X),(X),(X),21.7,(X),(X),(X)
0500000US06037,06037,"Los Angeles County, California",3242391,5245,55870,244,57.4,0.2,61873,352,10.0,0.1,40939,639,0.5,0.1,45873,2180,14.2,0.1,65727,649,0.2,0.1,64731,2961,14.7,0.1,42332,430,3.0,0.1,58590,1442,36.6,0.1,45128,283,37.1,0.1,73869,576,3.2,0.1,28028,912,37.4,0.1,58121,463,39.7,0.1,65357,442,19.7,0.1,40459,412,2174805,6338,62289,306,46.7,0.2,54841,461,53.3,0.2,68506,461,66.3,0.2,78872,518,23.5,0.2,36449,385,10.2,0.1,46258,647,1067586,4727,40008,365,52.0,0.3,34108,476,42.2,0.3,28874,468,9.8,0.2,65637,1599,48.0,0.3,46072,644,35.6,0.3,38832,709,12.5,0.2,71112,1431,33.0,(X),(X),(X),34.4,(X),(X),(X),27.3,(X),(X),(X)
0500000US06039,06039,"Madera County, California",42723,729,45490,1912,85.8,1.0,45996,1978,3.2,0.5,30691,18840,1.6,0.3,28950,6254,2.0,0.4,46516,15647,0.1,0.1,66250,334,5.7,0.7,48344,11280,1.6,0.4,46023,12378,42.3,0.9,40539,1989,50.6,0.9,53057,2306,3.3,0.5,33913,9162,34.3,1.0,43065,2293,38.9,1.0,54638,3047,23.5,0.7,37398,2593,33265,697,49964,2012,47.4,1.3,41210,2180,52.6,1.3,56860,2127,72.5,1.7,59194,2395,19.9,1.4,26238,2582,7.6,0.9,40256,5656,9458,577,24409,1866,50.6,3.2,22676,3013,42.0,3.2,20117,2869,8.6,2.0,33462,11662,49.4,3.2,26150,3593,41.3,3.3,22548,1956,8.1,2.1,46898,7757,38.6,(X),(X),(X),37.6,(X),(X),(X),35.6,(X),(X),(X)
0500000US06041,06041,"Marin County, California",103034,765,91529,2681,86.7,0.6,99798,2528,1.8,0.3,51638,9888,0.3,0.1,46458,64093,4.6,0.3,90132,10394,0.2,0.1,66088,4804,4.6,0.4,42422,7850,1.8,0.2,69868,13884,9.8,0.5,49754,4422,81.9,0.6,101798,2071,1.1,0.2,28893,7014,24.8,0.5,95658,5964,44.9,0.6,108813,3073,29.3,0.5,66745,2661,64194,1050,120030,2792,46.3,1.0,124186,4543,53.7,1.0,116282,2566,80.3,1.1,136069,3834,14.1,1.0,62426,4724,5.6,0.6,70988,16572,38840,1106,53597,2482,62.1,1.5,47895,3750,52.7,1.5,42742,2314,9.4,0.9,95964,10184,37.9,1.5,63303,6090,28.8,1.3,53735,3688,9.1,1.0,103701,9513,29.8,(X),(X),(X),30.0,(X),(X),(X),27.8,(X),(X),(X)
0500000US06043,06043,"Mariposa County, California",7289,369,50560,3962,92.0,1.8,51195,4233,0.4,0.5,51136,224625,3.2,1.3,41974,25689,1.2,0.7,67500,59373,0.5,0.8,-,**,1.7,1.2,20069,22151,1.1,0.7,53309,21279,5.5,1.7,42632,11397,89.2,2.2,51055,4234,2.8,1.3,8621,7270,18.8,2.4,49695,10060,42.0,2.0,69821,10897,36.4,2.4,39468,5088,4905,329,63520,4918,28.1,4.1,64015,15737,71.9,4.1,63183,6533,79.9,3.5,72868,5802,12.6,2.5,27348,7570,7.5,2.6,32500,21100,2384,298,26375,8262,51.4,6.2,25030,7670,42.9,6.5,21660,5314,8.5,3.0,59200,18170,48.6,6.2,30655,12947,35.7,5.9,22443,8887,13.0,5.1,43060,18869,35.5,(X),(X),(X),38.3,(X),(X),(X),29.5,(X),(X),(X)
0500000US06045,06045,"Mendocino County, California",33693,573,43290,1704,87.8,1.0,44406,1871,0.5,0.3,19821,12325,3.5,0.5,31265,3884,1.0,0.2,49063,18285,0.2,0.1,19784,11803,4.4,0.8,36778,5530,2.5,0.4,34167,23867,14.6,0.9,35876,4165,78.3,1.0,45389,2528,2.8,0.6,23000,10252,26.2,1.0,42273,4322,42.4,1.0,50030,3193,28.6,0.9,38910,4876,20144,718,53996,1854,40.3,1.9,43449,4592,59.7,1.9,61279,3049,71.6,2.4,64201,3288,19.9,2.1,26977,3242,8.6,1.4,43094,5207,13549,624,25453,1669,52.4,2.5,23019,2165,43.1,2.6,19569,1742,9.3,1.9,49264,6649,47.6,2.5,28380,4426,38.9,2.6,24896,2600,8.7,1.6,46875,10757,29.7,(X),(X),(X),31.6,(X),(X),(X),25.5,(X),(X),(X)
0500000US06047,06047,"Merced County, California",76516,766,43066,1381,67.7,0.9,46685,1674,4.1,0.2,31696,7322,1.0,0.2,33777,6373,5.9,0.4,52851,6482,0.2,0.1,54241,10836,18.9,0.8,34171,1914,2.1,0.3,39318,7426,47.0,0.8,37353,1589,41.1,0.7,51272,2145,4.5,0.5,23958,2136,39.0,0.8,42349,2417,37.4,0.8,53849,2451,19.1,0.7,33651,1831,59029,862,47729,1485,55.2,1.3,40552,2615,44.8,1.3,55908,1777,67.8,1.3,59460,1764,23.6,1.1,23818,1832,8.6,0.8,37586,2662,17487,793,26271,1289,49.0,2.4,24343,1810,41.4,2.3,23582,1900,7.6,1.4,27344,3660,51.0,2.4,29241,3177,39.1,2.5,25720,1831,11.9,1.5,40559,9407,32.0,(X),(X),(X),31.3,(X),(X),(X),30.4,(X),(X),(X)
0500000US06049,06049,"Modoc County, California",3893,207,38560,3271,92.9,2.0,38730,3072,0.1,0.2,-,**,2.3,1.6,15833,40022,0.3,0.6,38750,777,0.0,0.9,-,**,1.0,0.9,62250,49655,3.6,1.7,32333,71086,9.3,1.9,24659,8878,85.2,2.5,39294,3335,2.7,1.7,18988,32276,21.6,2.3,55665,20453,43.6,2.8,39722,16261,32.1,2.9,34777,5242,2348,238,46536,8032,37.5,5.4,38750,18129,62.5,5.4,49079,13136,84.8,5.0,55481,12532,11.0,4.6,21676,3680,4.1,2.2,29732,14598,1545,190,24865,2574,54.2,6.5,24963,7601,45.9,6.8,25101,8788,8.3,5.7,24688,59056,45.8,6.5,24826,2319,41.3,6.5,24128,2220,4.5,2.3,59500,35696,31.3,(X),(X),(X),35.3,(X),(X),(X),24.9,(X),(X),(X)
0500000US06051,06051,"Mono County, California",5160,408,61814,5460,91.8,2.8,62649,4999,0.0,0.7,-,**,2.5,2.0,12029,25552,1.0,1.4,86141,21660,0.1,0.2,-,**,3.5,2.0,41250,16651,1.0,1.2,-,**,15.9,4.5,51222,9859,79.5,5.0,64832,5207,3.1,1.8,34800,35322,34.7,4.1,55755,10607,45.7,4.5,64467,7858,16.6,2.4,62000,14811,2978,348,73494,7484,49.3,5.7,55573,14076,50.7,5.7,79940,10897,83.0,5.8,75304,9279,9.5,4.7,64700,44666,7.5,3.9,39853,54513,2182,308,45553,10479,33.8,7.4,33257,15467,29.9,7.4,25913,22141,3.8,4.2,60427,45308,66.2,7.4,47456,8003,51.0,8.4,46721,7722,15.2,6.8,55250,26331,37.3,(X),(X),(X),38.8,(X),(X),(X),34.4,(X),(X),(X)
0500000US06053,06053,"Monterey County, California",125115,1151,58582,983,78.8,0.7,58669,1184,2.8,0.3,59504,10618,0.8,0.1,44231,13609,6.6,0.3,67989,3837,0.4,0.1,110255,61129,7.9,0.5,52695,3604,2.8,0.3,63188,5619,42.3,0.6,47457,1440,46.4,0.6,72448,1915,3.8,0.3,33764,3115,35.9,0.7,54499,1483,38.7,0.6,70368,2106,21.6,0.5,51374,2328,91099,1346,62370,1260,50.3,1.0,51407,1285,49.7,1.0,75750,1839,72.1,0.9,75322,1451,18.4,0.7,34834,1983,9.5,0.7,44234,4364,34016,954,41030,2739,55.2,1.5,36873,2581,45.7,1.4,32596,1847,9.5,1.2,65223,5132,44.8,1.5,47098,4240,33.0,1.4,38690,2734,11.8,1.3,68926,5891,27.0,(X),(X),(X),26.8,(X),(X),(X),25.0,(X),(X),(X)
0500000US06055,06055,"Napa County, California",49631,460,70925,2288,83.8,0.8,69462,2181,1.7,0.3,74609,14218,0.5,0.2,64063,50229,5.3,0.3,99488,6598,0.2,0.2,92574,37411,6.3,0.7,52847,8305,2.2,0.4,75887,17046,23.2,0.7,52781,3371,68.0,0.8,75102,2593,2.1,0.4,44500,21043,29.3,0.8,71899,4362,41.9,0.8,84831,4942,26.7,0.7,49991,2320,34468,584,81275,2395,44.5,1.2,74169,2890,55.5,1.2,88229,4211,77.4,1.6,94893,3151,15.3,1.3,47481,6754,7.3,0.9,56880,5338,15163,594,44462,2733,59.7,2.0,40289,4729,49.2,2.4,33196,3273,10.5,1.8,79076,12538,40.3,2.0,50113,4426,30.6,2.0,40728,4059,9.7,1.7,79299,10234,27.5,(X),(X),(X),28.1,(X),(X),(X),23.5,(X),(X),(X)
0500000US06057,06057,"Nevada County, California",40838,676,56949,2464,94.8,0.6,57756,2481,0.1,0.1,60972,187635,1.1,0.3,56567,4609,1.3,0.2,57373,26095,0.1,0.1,-,**,0.8,0.3,46875,13919,1.8,0.4,49844,8794,5.4,0.5,45134,8449,90.5,0.6,58377,2194,1.7,0.5,25949,6361,22.2,0.9,54325,4191,44.0,1.1,70972,3526,32.2,0.9,46708,2259,26312,837,69649,3926,32.8,1.8,73758,6023,67.2,1.8,67606,4171,81.3,1.7,79914,3132,12.6,1.5,36128,5986,6.1,1.2,45098,6492,14526,778,36765,2575,56.8,2.3,33740,3304,47.2,2.6,30505,2581,9.6,1.8,56711,10214,43.2,2.3,44930,4486,32.4,2.4,34610,4504,10.8,1.7,63575,11810,28.2,(X),(X),(X),27.6,(X),(X),(X),28.0,(X),(X),(X)
0500000US06059,06059,"Orange County, California",1002285,1889,75998,548,69.5,0.2,79451,770,1.8,0.1,65795,3411,0.4,0.1,57366,9698,17.5,0.2,79763,1280,0.2,0.1,73438,18831,8.3,0.2,52301,1253,2.4,0.1,73834,3768,23.7,0.2,56044,726,54.9,0.2,86481,869,2.7,0.1,34615,1502,34.2,0.2,78260,852,41.5,0.2,91996,1071,21.6,0.2,51950,785,721785,3161,85472,661,46.4,0.3,81234,849,53.6,0.3,88592,983,75.7,0.4,101331,831,16.8,0.3,45402,1075,7.6,0.2,57452,2102,280500,2759,50028,828,54.8,0.6,42109,924,44.1,0.6,35973,900,10.7,0.4,72342,2708,45.2,0.6,58425,1762,32.1,0.5,51020,965,13.1,0.4,84365,2779,32.0,(X),(X),(X),32.1,(X),(X),(X),28.0,(X),(X),(X)
0500000US06061,06061,"Placer County, California",134111,835,73747,1204,88.3,0.4,73697,1257,1.1,0.2,69893,29386,0.6,0.1,64167,16149,5.3,0.3,99752,6383,0.1,0.1,76250,49400,2.2,0.3,45728,5994,2.4,0.2,60436,12360,9.6,0.3,54336,2633,81.5,0.5,74830,1318,2.3,0.3,33726,5333,29.8,0.5,84180,2438,40.9,0.5,89973,2545,27.0,0.5,49398,2059,94256,1224,88615,2316,44.0,0.9,91681,2740,56.0,0.9,85961,1708,81.3,1.0,99828,1583,13.7,0.8,42918,3068,5.0,0.5,56693,8967,39855,1090,40428,1220,57.6,1.4,34623,1714,48.0,1.4,30637,1551,9.7,0.9,65212,9381,42.4,1.4,48827,3655,31.7,1.6,41637,1596,10.7,1.3,74107,6165,27.1,(X),(X),(X),25.8,(X),(X),(X),28.5,(X),(X),(X)
0500000US06063,06063,"Plumas County, California",8529,357,48032,3968,91.1,1.3,49228,3592,0.5,0.7,-,**,3.6,1.5,38111,24505,0.7,0.4,22019,82186,0.6,0.6,-,**,0.7,0.5,19375,26271,2.6,0.9,52679,31794,5.2,0.8,32219,6105,87.4,1.2,49897,3563,1.8,1.1,12353,43212,20.7,2.0,48167,14461,44.6,2.1,56343,3457,32.9,1.9,35372,6763,5112,370,60709,4570,33.1,3.7,51406,10459,66.9,3.7,65290,5572,80.7,3.5,69375,3959,14.0,3.1,24684,7921,5.3,2.0,40341,18939,3417,260,28365,7748,55.7,4.1,23974,5351,46.6,4.6,21140,3355,9.1,2.6,47813,20388,44.3,4.1,33628,10820,37.9,4.6,33537,12177,6.4,2.0,35625,32710,26.2,(X),(X),(X),28.3,(X),(X),(X),21.4,(X),(X),(X)
0500000US06065,06065,"Riverside County, California",690388,2505,56592,523,71.8,0.3,58559,592,6.4,0.1,52848,2321,0.9,0.1,48408,4325,5.4,0.1,73572,3575,0.3,0.1,46533,15546,12.6,0.3,45502,970,2.6,0.1,59788,3625,34.7,0.2,48416,699,51.3,0.2,63100,837,2.8,0.1,29925,2083,34.4,0.3,59757,930,39.5,0.3,67926,888,23.3,0.2,41039,640,510655,2982,63523,667,49.0,0.4,58493,1017,51.0,0.4,68541,979,73.4,0.5,74819,781,18.3,0.4,34428,769,8.4,0.3,46099,1559,179733,2888,33723,676,52.4,0.6,28803,991,43.3,0.7,24970,689,9.1,0.4,52407,4285,47.6,0.6,40882,1119,34.9,0.7,33935,1557,12.8,0.6,61663,2958,33.9,(X),(X),(X),34.4,(X),(X),(X),29.1,(X),(X),(X)
0500000US06067,06067,"Sacramento County, California",519460,2016,55615,606,66.4,0.3,59561,731,10.2,0.2,39078,1588,0.8,0.1,47390,4525,12.4,0.2,61508,1870,0.8,0.1,50024,3218,5.3,0.2,42687,2110,4.1,0.2,47661,2650,16.6,0.2,44680,1048,56.7,0.3,62343,874,4.3,0.2,27021,1194,36.7,0.2,57452,1253,39.0,0.3,66648,984,20.0,0.2,43206,1001,340777,2400,64496,787,48.4,0.4,57395,1409,51.6,0.4,70260,922,67.9,0.6,80570,921,23.1,0.5,35776,776,9.0,0.4,46108,2467,178683,2355,38621,699,55.9,0.7,35333,937,45.7,0.8,31319,657,10.2,0.5,55418,3249,44.1,0.7,42606,1253,32.8,0.7,37495,1285,11.3,0.5,65096,3315,26.9,(X),(X),(X),27.9,(X),(X),(X),22.6,(X),(X),(X)
0500000US06069,06069,"San Benito County, California",17121,201,67874,2626,86.9,1.5,67767,3112,1.5,0.6,93204,21272,1.0,0.4,58427,15512,2.4,0.5,64403,38727,0.1,0.1,-,**,5.8,1.1,66250,9463,2.4,0.6,79583,33559,45.5,1.4,56922,2803,49.1,1.3,79355,4766,1.6,0.6,39250,33572,33.2,1.4,69649,3206,45.7,1.3,78682,5792,19.5,1.1,44766,4618,13639,359,71124,2356,48.1,1.9,68482,4527,51.9,1.9,75223,4385,75.6,2.2,84789,5418,17.3,2.1,36911,3906,7.0,1.4,47813,6787,3482,334,44706,5469,53.2,5.0,43197,8611,44.0,4.8,33891,5233,9.2,3.5,67188,18976,46.8,5.0,50131,14684,36.1,4.7,36818,8887,10.7,3.1,96691,24643,22.9,(X),(X),(X),23.2,(X),(X),(X),19.4,(X),(X),(X)
0500000US06071,06071,"San Bernardino County, California",607604,2111,54100,452,66.9,0.4,56024,612,9.2,0.2,42672,2054,0.9,0.1,42167,6313,6.5,0.1,74134,2435,0.2,0.1,53634,17240,13.4,0.3,46978,971,2.9,0.2,54130,2093,39.8,0.3,49907,805,42.4,0.3,59468,771,3.4,0.2,28207,1394,37.2,0.3,55624,752,41.5,0.3,64223,774,17.9,0.2,38089,730,460308,2932,59626,684,50.1,0.5,52961,1006,49.9,0.5,65698,943,68.2,0.5,72977,687,22.1,0.4,32693,1027,9.7,0.3,44727,1883,147296,2588,32179,871,52.7,0.8,27109,808,44.1,0.7,24089,924,8.7,0.6,52157,3177,47.3,0.8,39475,1807,36.3,0.8,34314,1646,10.9,0.6,54858,2609,33.0,(X),(X),(X),32.9,(X),(X),(X),29.3,(X),(X),(X)
0500000US06073,06073,"San Diego County, California",1083811,3426,63996,576,76.3,0.2,65088,577,5.1,0.1,49569,1661,0.7,0.1,56484,6153,9.8,0.1,80588,2023,0.4,0.1,53956,8973,4.8,0.1,46541,1210,3.0,0.1,61654,2388,23.8,0.2,47543,746,58.6,0.2,72174,709,4.4,0.1,34392,1399,37.1,0.2,66181,745,38.3,0.2,78296,818,20.2,0.1,47459,756,723355,3954,74569,671,46.2,0.4,68594,1293,53.8,0.4,78890,853,74.2,0.4,88785,650,18.3,0.3,38899,1016,7.5,0.2,52176,1492,360456,3108,43245,752,51.2,0.5,36859,684,39.9,0.5,31444,707,11.3,0.3,63804,1938,48.8,0.5,50832,947,33.9,0.5,42628,1098,14.8,0.5,73901,2262,28.8,(X),(X),(X),28.6,(X),(X),(X),27.2,(X),(X),(X)
